TransactionDate,MerchantName,CostCode,ExpenseType,TransactionAmount
2017-02-15,PAYPAL  ACT NOW,10085544,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,342
2017-02-16,TICKETS08712200260,10085544,EXP - MISCELLANEOUS EXPENDITURE,50
2017-02-08,TRANSLINK WEB PAYMENTS,10085820,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,22.5
2017-02-10,LANSDOWNE PUBLISHING P,10085820,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PUBLICATIONS,228
2017-02-22,PAYPAL  MUMSNET LTD,10085820,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PUBLICATIONS,474
2017-02-22,TNT UK LTD,10085820,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,44.02
2017-02-22,TRANSLINK WEB PAYMENTS,10085820,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,22.5
2017-02-07,ACTION ON HEARING LOSS,10085453,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,587.49
2017-02-10,OYSTER AUTOTOPUP,10085453,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,20
2017-02-20,EVENIUM,10085453,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,820.71
2017-02-21,HILTON,10085453,EXP - PURCHASE OF GOODS/SERVICES - OTHER FOREIGN TRAVEL,1158.58
